id	text	misogynous	misogyny_category	target
2418	Mi fanno incazzare quando mi dicono che mi passerà sta cosa dei one direction, ma che cazzo volete porca troia.	0	0	0
2419	Devo studiare perché poi devo farmi lo shampoo e domani ho un esame porca puttana non mi sento pronta	0	0	0
2420	porca puttana volete far riposare jackson si o no ?! M’AVETE ROTTO IL CAZZO VA BENE ?	0	0	0
2421	okay porca puttana sono p e l a t a	0	0	0
2422	@Gazzetta_it Cioe ma coma cazzo si fa a dire che non e rigore? Porca puttana ma dov'e cazzo andiamo	0	0	0
2423	Io parlando al telefono: PORCA PUTTANA HO PERSO IL TELEFONO NON LO TROVO DA NESSUNA PARTE ORA COMPIO UN GESTO ESTREMOVoi tutto ok?	0	0	0
2424	PORCA PUTTANA @KristaVernoff LA PIANTI DI SCOPIAZZARE SCENE DEI JAPRIL PER I TUOI CAZZO DI JAGGIE? LI HAI VOLUTI COSì TANTO E NON HAI NEMMENO MEZZA IDEA PER LORO? MA FALLI LIMONARE NELL'OBITORIO CAZZO MA NON IN ASCENSORE PORCA PUTTANA. #GreysAnatomy	0	0	0
2425	porca puttana devo tornare a firenze devo passare alla lush e sephora https://t.co/H6z3vIZze0	0	0	0
2426	ho appena letto di jackson che cazzo è successo porca puttana	0	0	0
2427	RT @evebehills_: porca puttana, sei la mia vita https://t.co/ZWW1c55JVf	0	0	0
2428	Porca puttana sti giorni mi sto incazzando troppo per delle cazzate però mi stanno sul culo certe cose. Sono sempre incazzata, ma la cogliona sono io che non lascio perdere, lo so	0	0	0
2429	ZHANGJING AL MOMENTO È NONO VOTATELO PORCA PUTTANA MERDA TROIA VACCA	0	0	0
2430	RT @CristinaCainero: PORCA PUTTANA @KristaVernoff LA PIANTI DI SCOPIAZZARE SCENE DEI JAPRIL PER I TUOI CAZZO DI JAGGIE? LI HAI VOLUTI COSì…	0	0	0
2431	@ZingaroIl - Ah ah! Fregato babbo! Pensavi che fosse una vera rapina eh??? Invece ho organizzato tutto io! Adesso aspetta qui con me che il finto ladro ci riporta il tuo Rolex....- Strano, non mi risponde....-Aspetta eh, vedrai che torna....- Porca puttan	0	0	0
2432	HO UN ESAME ORALE TRA POCHI MINUTI PORCA PUTTANA VACCA IMPANATA	0	0	0
2433	chain è.. just porca puttana	0	0	0
2434	RT @DivineXevion: La gente che fa clickbait su Minecraft nel 2018 che cazzo di problemi ha...è tristissimo soprattutto il fatto che , quan…	0	0	0
2435	MA DI COSA PORCA PUTTANA STIAMO PARLANDO ZHANGJING È ARRIVATO NONO VOGLIO GRIDARE AL MONDO QUANTO SONO FELICE	0	0	0
2436	COSA CRISTO DIO METTETE I GREEN DAI IN SOTTOFONDO CHE IO GIÀ STO PIANGENDO COME UNA MERDA PORCA PUTTANA	0	0	0
2437	@alexdelprete Porca puttana ! Poi se lamentano che nun esistono più l'ommini veri e che nascheno pochi fiji	0	0	0
2438	@Vitto70157100 @Free_Media_Hub Forse le nostre bombe gli hanno sterminato la famiglia distrutto la casa avvelenato di gas tossici l'aria e l'acqua rubato l'infanzia e il futuro.... Non sono i suoi genitori ad averlo abbandonato ma noi grandi potenze indus	0	0	0
2439	Mia mamma che la Martina e le sue amiche escono sabato. nevicherà perché non lo fanno mai!"Mamma. Non so se te ne sei accorta ma tutti i sabati passati sono uscita. Figa che fastidio, vuole fare la simpatica ma non fa un cazzo ridere. Almeno mi sfottesse per cose vere."	0	0	0
2440	La tl non si aggiorna porca puttana	0	0	0
2441	Ma porca puttana possibile che quando sto facendo qualcosa debba entrare il mondo in camera ma dai che nervi	0	0	0
2442	Porca puttana! Non ci vediamo da 2mesi, a distanza di 100m il che è ridicolo. Ci accordiamo da una settimana per una passeggiata e già rimanda. Io la smetto di proporre e comincio a dire di no e a non farmi più sentireE che cazzo di amicizia è?	0	0	0
2443	#Twitterdown E MA PORCA PUTTANA	0	0	0
2444	@LoSaurino Impiccati bastardo figlio di una troia di madre	0	0	0
2445	Cazzo jackson, porca puttana che colpo	0	0	0
2446	@SIMONE10886452 Non sono una culona è la prospettiva del fotocamera che allarga...io sono perfetta ???????	0	0	0
2447	Porca puttana ma che cazzo di spavento con Arizona, siete pazziiii #greysanatomy	0	0	0
2448	porca puttana non riesce ad essere carino neppure quando ride #uncesso https://t.co/GSGXMRdKLj	0	0	0
2449	ve lo giuro mi farei tagliare in 90000 pezzi per i dreamies porca puttana non ce la faccio più il mio cuore è pieno zeppo di amore soltanto per LORO ce n'è talmente tanto che ho bisogno di un cuore in più	0	0	0
2450	@widaucciu @LukeRelative Figa di legno, scoperto oggi	0	0	0
2451	PORCA PUTTANA REGA SONO DENTRO https://t.co/fvFUbzC9ZT	0	0	0
2452	Asia Argento contro il mondo.Lo so, fa un po' Clooney nell'Uomo che fissa le capre. https://t.co/aHT6OhOg1M	0	0	0
2453	mamma che voglia di fare IL PUTTANONE OUTDOORS SENZA PANTALONI CON TUTTI CHE MI GUARDANO &lt;3	0	0	0
2454	poRCA PUTTANA MA SEI ILLEGALE https://t.co/qQK438CX4o	0	0	0
2455	prima mia madre mi stava dicendo che devo smetterla di dire 'figa' altrimenti non riuscirò più a controllarmi,e lo dirò ovunque.allora io le ho detto ma che cazzo dici,figa riesco a controllarmi"e lei 'VEDI HAI DETTO FIGA'e io 'ma va smettila,figa ti svegli?'ha ragione"	0	0	0
2456	@chefoss @albianconero35 @Gothpepp1 Porca puttana. Sono moderata?????	0	0	0
2457	Dunque , ti pesi , 65,3 .. mangi il minestrone , 66 !!! Ma che cazzo hai messo nel minestrone puttana la maiaaaalaaaa signor Caprotti !!! Esselunga mi fai tirare un porco !!! ????FAMEINFAME NOTTURNA NON MI AVRAI !!! ?????notte click ✔️	0	0	0
2458	@valterroberti Ma non avevi da fare figlio di una lurida puttana?	0	0	0
2459	ma perch negli shoujo devono per forza mettere la parte del festival della scuola porca puttana è sempre noiosa s e m p r e	0	0	0
2460	@bianciardif Eh .. dettagli .. rivoglio umbro porca puttana	0	0	0
2461	Ma Achille Lauro è frocio? — che cazzo te ne frega porca troia https://t.co/YfAU1A23Ld	0	0	0
2462	porca puttana c'è Gandolfitler a #TheMatch, mi sale un nervoso!!!!???	0	0	0
2463	Ridendo e scherzando.. NON SENTO NEMMEMO DAMOM DA 9 ORE MI MANCA ANCHE LUI PORCA PUTTANA	0	0	0
2464	Mi è entrata una zanzara nella macchina porca puttana	0	0	0
2465	@pouringrainx PORCA PUTTANA SARA QUESTA FOTO ME LA TATUO IN FRONTE IL MIO BAMBINO	0	0	0
2466	ma ste stronzate ve le pensate o vi escono spontanee? porca puttana se siete ignoranti https://t.co/e8xUMiTlLO	0	0	0
2467	Ho appena letto una cosa che mi ha fatto scazzare perché cazzo la gente è così schifosa	0	0	0
2468	Mi dovete spiega chi cazzo me l'ha fatto fa ad entrare oggi a scuola porca puttana.	0	0	0
2469	“Eh avrò una mentalità antica ma io la penso così” no c’hai na mentalità che porca puttana lo sterco di mucca te fa un baffo	0	0	0
2470	PORCA PUTTANA ?????????? https://t.co/s2fUu421gj	0	0	0
2471	@falostesso Porca puttana io che ho comprato tutto al D1 mi sento estremamente preso per il culo,tutto che aggiorni gratis, il gioco che abbiamo giocato noi ormai lo chiamano versione “vanilla”. È completamente diverso da quello odierno. https://t.co/DrG1	0	0	0
2472	@Anna_1897 Amico intimo di Tortora??? Ma xche nn lasciate stare persone che nn ci sono più ..... la cattiveria nn ha limiti miti porca puttana ......	0	0	0
2473	2015 Towns2016 SimmonsFammi vincere queste due lotterie invece di avere la seconda scelta E PORCA PUTTANA TROIA.	0	0	0
2474	@lauraboldrini che cazzo ci aiutano ai lavoratori che già hanno uno stipendio?dovrebbero aiutare i disoccupati	0	0	0
2475	porca puttana! #canada https://t.co/dXjVlN6jgc	0	0	0
2476	@comeDonQuixote Si preferiscono altre cose, non farmi essere troppo figa di legno", ti prego, dato che sto qui sui social come tutti, però ci deve essere una scala di valori e doveri e priorità. E non c'è più. Questo è."	0	0	0
2477	NO RAGAZZI MI VIENE DA PIANGERE PORCA PUTTANA NON POTETE FARMI QUESTO	0	0	0
2478	@bluchina3 Esatto. Hai ragione.(Non so bene cosa si intenda per figa di legno", ma ogni possibile definizione negativa non potrebbe mai caratterizzarti. Fidati ;-) )"	0	0	0
2479	Porca puttana adesso faccio scendere tutti i santi dal calendario	0	0	0
2480	@lauraboldrini Ma io non capisco adesso vi accorgete di tutte le macagne che avete e cercate di correggere ma quando eri alla presidentessa di che cazzo ti sei occupata e preoccupate dell'Africa, perché non ti preoccupavi che era la piccola Italia che sta	0	0	0
2481	@catsacchini @imaginator1d @dreamingxx_ Porca puttana siii	0	0	0
2482	@VVundabar Io ci abito ma sono momentaneamente assente. Avrei fatto la comparsa come figa di legno.	0	0	0
2483	MA IO VOLEVO INIZIARLA PORCA PUTTANA NETFLIX TESTA DI CAZZO https://t.co/dKDLvvTeBF	0	0	0
2484	Facciamo il culona tutti i pizzettari raccomandati che non meritano di stare lì! Si vota solo Emma! ???? #teamemma #Amici17	0	0	0
2485	Capite qual è il problema di un colloquio di lavoro in cui l'intervistatrice usa il termine skillato"? Che poi mi tocca parzialmente simpatizzare con Fusaro.Skillato. Ma porca puttana... https://t.co/oBBYNpj7RZ"	0	0	0
2486	@gaveabreak @mindtapes Lol.Poi ci sarà il machine learning e l'automazione per risolvere i problemi creati dal m.l. nella PA, che poi porterà ad altro M.L. per ecc...Porca puttana, una Skynet burocratica. Questo SÌ che sarebbe un incubo ?Altro che cyborg 	0	0	0
2487	@stanzaselvaggia Io presa in giro perché ero bassa, poi durante la gravidanza messo su 23 kg.. ma sei una balena!  Ridimagrita e la mamma che ti dice hai le rughe, che pelle spenta" è ora di fregarsene,, di non cadere in questo incubo.. Avranno sempre da 	0	0	0
2488	Porca puttana continuate ad augurarle di morire sentendovi realizzati, ma vi avessi davanti vi farei rimpiangere di avere una faccia perché ve la spaccherei. Spero che tutto il male che date vi si ributti contro, e nel peggiore dei modi.	0	0	0
2489	Quattro caffè di cui uno corretto grappa... Porca puttana...Cit. il cameriere dietro di me???	0	0	0
2490	Se questo è uno stupido scherzo giuro che vi ammazzo cristo santo. State spaventando mia madre porca puttana smettetela	0	0	0
2491	It’s a beautiful day per uscire e io invece devo restare a casa a studiare perché lunedì ho la terza prova, madonna puttana che sbatti	0	0	0
2492	Ci sono questi bambini di prima media sul pullman che parlano così: figa ma come cazzo...." "che cazzo vuoi figa" "non me ne fotte un cazzo"In ogni frase una parolaccia, ma poi proprio il modo, porco cazzo che cazzo urli.NON SIETE FIGHI SIETE RITARDATI E MI FATE RIDERE"	0	0	0
2493	@AsiaArgento @BarbieXanax @lauraboldrini La Boldrini e Asia argento! chissà in che lingua parleranno...esperanto forse	0	0	0
2494	A biondo è partito un porca puttana hahahaha	0	0	0
2495	@mcnamstairs Ce porca puttana io manco me ne ero resa conto ma vai a cercare proprio il pelo nell’uovo ?	0	0	0
2496	Porca puttana Maria così facendo saPPIAMO GIÀ CHI RISCHIA E CHI VA AVANTI POR*****O#amici17	0	0	0
2497	VI SILENZIO ANCHE L'ANIMA PORCA PUTTANA	0	0	0
2498	Va bene sta arrivando la primavera.Il sole, i fiori, gli uccellini nel cielo... Però porca puttana LE MOSCHE? ANCHE QUELLE?	0	0	0
2499	I ragazzini di oggi si ammazzano per ogni cagata" AMMAZZA che analisi sociologica approfondita e completa, allora siete meglio voi porca puttana"	0	0	0
2500	oggi ho incontrato l'uomo che ha contribuito a crearmi e volevo sputargli in faccia porca puttana quanto è falso ipocrita schifoso madonna lo odio	0	0	0
2501	Porca puttana! #FinoAllaFine #ForzaJuve #BeneventoJuve	0	0	0
2502	Porca puttana ci sta sculacciando una squadra retrocessa alla seconda di campionato e ho appena letto:”indovinate un po’ di dov’è l’arbitrooooh!1!1!1”	0	0	0
2503	Ci aggiornate porca puttana? @ScuderiaFerrari	0	0	0
2504	DITEMI COME CAZZO STA LORIA PORCA PUTTANA	0	0	0
2505	@Joker__Reloaded @Pat_Zago @disinformatico @FeliceAquila @butacit I sinistri svizzeri" sono peggio dei nostri perché lì non se li fila nessuno e possono dire quello che vogliono!BUTAC è il loro simbolo che gli è entrato in gola per traverso, anche se spon	0	0	0
2506	Mali nn qualifica nemmeno in coppa d’Africa, porca puttana #BeneventoJuve	0	0	0
2507	Che cazzo centra Kalinic con Diabatè?! Siete ossessionati porca troia.	0	0	0
2508	Falli come quello su Rugani li fischiano solo a loro..Ma dai neanche a scherzi a parte porca puttana	0	0	0
2509	Rugani ha le palle di una ragazzina, porca puttanaTre anni nella Juve e non si è affinato?	0	0	0
2510	@sabakunomaiku MA PORCA PUTTANA per la gente è cosi difficile da capire grafica bella e moderna--&gt;Remake... grafica merdosa originale--&gt;remastered HD sembra proprio che per far capire le cose alla gente bisogna fare delle spiegazioni del cazzo...bah	0	0	0
2511	Se c'è un motivo per cui oggi non ho scritto nulla sul buon #IgnazioScardina, è proprio per il vomito su #Calciopoli che ho letto in giro. Il tutto mentre la lurida puttana ha bisogno di due rigori per battere una squadra di Serie B. https://t.co/TNyuTXtimZ	0	0	0
2512	MA CHE CAZZO DI GIOCATORE SEI MAMMA MIA INCATENATELO A VINOVO E COSTRUITECI LA SQUADRA INTORNO PORCA PUTTANA.#BeneventoJuve #jvtblive	0	0	0
2513	@Superfly_Video Siamo noi gli stronzi porca puttana	0	0	0
2514	@frankiehinrgmc Che valgono lo 0,2 % del Pil. Porca puttana!!! E intanto vogliono togliere la Fornero in paese in cui la spesa previdenziale è al 30%, demografia asfittica. E i giovani under 30 li appoggiano. Dio mio!!!	0	0	0
2515	@ilconterosso1 Ma porca puttana, ma socialista" e "popolare" no? Eppure sono i primi due valori su cui si è fondata la sinistra dell'800!!!!"	0	0	0
2516	ma ciao minchioni! teste di cazzo, sempre con amore!! ma quanto siete belli porca puttana,,, ok vedo che prendo tutto con molta dignita' e calma #clario https://t.co/PjcUSxWewO	0	0	0
2517	Buffon NON è più il più forte del mondo porca puttana, MA CAPITE CHE NON HA PIÙ I RIFLESSI DI UNA VOLTA? CAPITE CHE HA 40 ANNI E NON 20? Minchia mi sembrate un branco di deficienti aggrappati ad un passato che PURTROPPO non ritornerà. Svegliatevi cazzo, SVEGLIATEVI	0	0	0
2518	Facessero pace col cervello il pd ! ma a costoro del paese se ne FREGANO credono di giocare ad una partita  scacchi! la LA  LEGGE ELETTORALE  schifosa l hanno fatta loro ed ora Renzi fa I CAPRICCI  SAREBBE DA PRENDERE A SCHIAFFI . https://t.co/tec6d1apxl	0	0	0
2519	Credo non dimenticherò mai mia madre che, dopo aver sentito sign of the times alla radio e avermi chiesto di che artista fosse, alla risposta “Harry Styles, quello degli One Direction” mi ha risposto solo “porca puttana”. Vai Haroldo, spacca i culi!!❤️ #OneYearOfSignOfTheTimes	0	0	0
2520	RT @juvexrsace: Buffon NON è più il più forte del mondo porca puttana, MA CAPITE CHE NON HA PIÙ I RIFLESSI DI UNA VOLTA? CAPITE CHE HA 40 A…	0	0	0
2521	Che agonia porca puttana. #BeneventoJuventus	0	0	0
2522	Ma porca puttana!#Muenster #Germania https://t.co/Rn5I2RVtzy	0	0	0
2523	Io capisco che voleva andare via, però porca puttana do il massimo, almeno un grande squadra mi vede e si rende conto che valgo. Sandro sta facendo una stagione vergognosa	0	0	0
2524	porca puttana li sto andando a insultare il prossimo step è l'omicidio	0	0	0
2525	Questa ha letteralmente paragonato i novax agli ebrei porca puttana voglio sbattere la testa al muro perché la gente è SCEMAAAAA https://t.co/DkL1FBriXo	0	0	0
2526	#BeneventoJuventus MA STATE ZITTI!!!!! BASTA LECCARE IL CULO!!! MA QUANTO VI DANNO PORCA PUTTANA??? L'HANNO ACCONTENTATA! IL CAMPIONATO ITALIANO E' UNA FARSA! @Dario_Donato @GiorgiaRossi3 @PIERPARDO	0	0	0
2527	NON HO IMPARATO A BALLARE A CANTARE A SUONARE QUALCOSA A FARE UNO SPORT PRIMA PERCHÉ VOLEVO STARE DAVANTI ALLA TV E POI PER LA SCUOLASE IO FACCIO STE COSE IO I COMPITI E LO STUDIO QUANDO LI FACCIO PORCA PUTTANA?	0	0	0
2528	@Zogout @byoblu @IlariaBifarini @luigidimaio Porca puttana... ogni volta sta storia. Dimmi perché il PD dovrebbe essere meglio di FI senza la solita litania. Argomenta per favore.	0	0	0
2529	Azzeccasse un servizio porca puttana https://t.co/CtrXG94Z92	0	0	0
2530	Porca puttana.#ASR #RomaFiorentina https://t.co/7DcrWtgN75	0	0	0
2531	Ma porca puttana bastardaVAFFANCULO#RomaFiorentina	0	0	0
2532	@andrea___182 Porca puttana ladra troia https://t.co/4xdM0Rdar2	0	0	0
2533	@phrenic_ Porca puttana mi sento morire già adesso	0	0	0
2534	GIULIA PORCA PUTTANA BACIALO, BA CIA LO! — LO SO SONO STATA UN'IDIOTA AD ESSERMI TIRATA INDIETRO VORREI PICCHIARMI. https://t.co/1BffKXn2tn	0	0	0
2535	@ricciardirob76 Calmi un cazzo, puttana lurida.	0	0	0
2536	@esme_brw Non ho mica detto che ti stupro	0	0	0
2537	stasera veramente devono tenermi.perché VOGLIO FARE IL PUTTANONE COME SE NON CI FOSSE UN DOMANI! https://t.co/4O7Gpm3DCD	0	0	0
2538	@mcrealname ma mi fa incazzare qualche retard del pd hanno perso e basta, l'altro pirla si dimostra di colpo disponibile al dialogo e qualche cuck in chief tipo franceschini ci fa pure un pensiero porca puttana	0	0	0
2539	Aiuto raga, il mio ragazzo non vuole che io scriva a nessun altro ragazzo, specialmente uno, che è tra i miei migliori amici, ma cazzo si deve fidare di me porca puttana	0	0	0
2540	Porca puttana Berardi contro di noi diventa CR7, chi se lo aspettava questo poker da parte sua"Io domani alle 23"	0	0	0
2541	Porca puttana se siete stronzi ohLo volete capire che se un* si deve mettere a dieta lo deve fare per sé stess* e la sua salute e non perché spint* dalle battute cretine di quattro deficienti che pensano di essere simpatici?	0	0	0
2542	@CianooH3 @SnipingShowdown madonna puttana cianone che cazzo di sfiga	0	0	0
2543	Mia cugina, 15 anni, ho avuto la pietà di censurarla solo per il grado di parentela. Ma che CAZZO di caption è porca puttana guardate se devo essere imparentata con gente tanto ignorante https://t.co/KofSzinVvA	0	0	0
2544	Prediche religiose, ricatto morale ecc. Basta impegnarsi nel concreto. Non possiamo rendere una donna schiava del suo corpo, costringendola a sopportare lo stato di gravidanze in casi particolari. Fin quando tutto ciò non si avvererà, la legge attuale rimane la risorsa  migliore	0	0	0
2545	@msgaiafalanga Anche io, porca puttana	0	0	0
2546	e niente poi non corregge m a i la pronuncia e non intendo tipo una o più chiusa o una più aperta o la differenza tha breath e breathema una mia compagna ha letto idea idia"cioè dai porca puttana sei un'insegnante non imparerà mai se non la correggi"	0	0	0
2547	gliel'ho appena detto e mi fa la stessa cosa vale per te"porca puttana sto tutta la settimana fuori/a studiare in bagno per lasciargli la stanza libera e se il sabato sto a letto e non può mettersi al pc mi fa diecimila casini"	0	0	0
2548	#Amici17 RAGA SIAMO IN DIRETTA NON PERDETE TEMPO PER STE MINCHIATE DANIELE TVB MA STAI ZITTO PORCA PUTTANA	0	0	0
2549	@ Daniele e Zic tagliatevi i capelli porca puttana #Amici17	0	0	0
2550	Quelle tute sono più brutte del mio pigiama anti stupro #Amici7	0	0	0
2551	ora gia' immagino chi fate andare in panchina dei blu! se non va Biondo mi fate imbestialire porca puttana,,  non mi toccate Lauren Shepora e Irama #amici17	0	0	0
2552	MA PORCA PUTTANA GARRISON HAI ROTTO I COGLIONI MA QUALE MURO TRA SEPHORA E IL PUBBLICO CHE QUI SIAMO TUTTI BIMBI DI SEPHORA #AMICI17	0	0	0
2553	Dai ragazzi Garrison è un figlio di puttana infame ma di che cazzo stiamo parlando  #Amici17	0	0	0
2554	Matteo inascoltabile? Ma porca puttana allora continua ad ascoltarti come un dejavu a ripetizione dai #amici17	0	0	0
2555	@gabelmanu Io sapevo Figa di Legno" ma la Storia è controversa...?"	0	0	0
2556	RT @marcozzgdr: bianca porca puttana dove sei	0	0	0
2557	adesso come faccio?? PORCA PUTTANA MAIALA	0	0	0
2558	Oggi tutto di sinistro con Dybala e Costa. Leggo critiche ad Allegri però porca puttana mica ci vuole la scienza per battere il Benevento. Responsabilità più dei giocatori in questi testacoda. #BeneventoJuve	0	0	0
2559	Ma perché @stanzaselvaggia deve sempre essere così acida? Anche quando dice cose giuste passa dalla parte del torto lanciando inutili frecce avvelenate a @CarolynSmith51? Mah?? #BallandoConLeStelle	0	0	0
2560	Porca puttana che meraviglia Grant Ward in giacca e cravatta	0	0	0
2561	Quand'è che le scuole introdurranno dei corsi di difesa personale soprattutto anti stupro ???	0	0	0
2562	Allora ... non mi hanno fatto vedere le #FP, mi sono dovuto guardare pezzetti di #Q1 #Q2 e #Q3. Domani partita del figlio con pranzo fuori! Porca puttana se alle 17 non sono sul @DivaniDaCorsaF1 a vedere #BahrainGP scenderanno cristi come se piovesse!	0	0	0
2563	MA PORCA PUTTANA BRYAN  #amici17	0	0	0
2564	@Uonder_fool Mia mamma si è permessa di usare la mia scatola super figa, a due piani, della stabilo	0	0	0
2565	Ma porca puttana Eva fate cantare Emmaaaaa invece di fare ste pagliacciate #amici17	0	0	0
2566	La mia serata a puttane! Era meglio stare a casa a vedere #Amici17 #QueenMary mi manchi	0	0	0
2567	Allora Rudy, se metti in mezzo i pokèmon informati prima. Non hanno i superpoteri" i pokèmon porca puttana. Adesso capisco perchè ti piace Biondo, sei tarato. #Amici17"	0	0	0
2568	ERMAL META VOCE DEL TWITTER, TI AMO, REGALATEMI UN META PORCA PUTTANA #Amici17	0	0	0
2569	Ermal porca puttana tutta la mia vita sei.#Amici17	0	0	0
2570	Guarda che commento di merda porca puttana perchè quella ragazza non la sta insultando?????????????????? #Amici17	0	0	0
2571	@OscarCarnevale @carminedacunzo @giusepeppi @____carlo____ @realvarriale @bncalcio @juventusfc @PauDybala_JR @G_Higuain Cioè qua siamo di fronte a vette altissime di incoerenza. ..napoletano che tifa Juve però prende in giro i piemontesi. ...cazzo ma porc	0	0	0
2572	Porca puttana Carmen, canta e chetati! Che pesantezza! #Amici17	0	0	0
2573	Serata crazy seduta sul cesso dalle 21.30 alle 22.30 e non sono neanche riuscita a cacare, sono uscita e già me ne sono pentita porcaccia cagna maiala perché non sono rimasta a casa a vedere #ungiornoinpretura	0	0	0
2574	ERMAL COME ASFALTI TU NESSUNO, TI AMO PORCA PUTTANA. #Amici17	0	0	0
2575	ALMENO UN SECONDO PORCA PUTTANA.Ecco perché odio essere sociale.	0	0	0
2576	- sta facendo un casino solo perché non l’ho voluto abbracciare e mi sta riempiendo di scenate di gelosia. Ma porca troia, se un giorno mi calcoli ed un altro no, se un giorno mi dici determinate cose e poi l’altro te ne sbatti, che cazzo devo fare? Mi ha	0	0	0
2577	Sto una merda Ma veramente di grosso ragà E PORCA PUTTANA VOI NON MERITATE NULLA DA ME PORCA MISERIA	0	0	0
2578	Stasera le sto leggendo TUTTE.L'ultima:Che ce ne facciamo della qualità artistica?"RAGA MA SIETE SERI PORCA PUTTANA???!Ditemi di cosa vi fate perchè dev'essere davvero roba buona."	0	0	0
2579	Ma che cazzo ??? https://t.co/J1OCnHtaUr	0	0	0
2580	il televoto? la cosa più sbagliata! MA COME CAZZO STATE VOTANDO PORCA PUTTANA, CE LA FATE? #Amici17	0	0	0
2581	VOLETE VOTARE IL TALENTO PORCA PUTTANA!!BIONDO NON È UN CAZZO NON HA TALENTO È STONATO QUANTO UNA CAMPANA, E CARMEN, BRYAN E LAUREN RISCHIO ELIMINAZIONE.  ARRAPATEVI DI MENO #Amici17	0	0	0
2582	RT @urieIsmith: VAI MATTEO PORCA PUTTANA	0	0	0
2583	@GuerriJimmy @frln86 @JedHemlock porca puttana !!senti chi parla :D :D	0	0	0
2584	Okay ma non allunghiamo il brodo porca puttana, è quasi l’unAAAAAAAAAA #Amici17	0	0	0
2585	Ormai mi hanno spoilerato tutta la serie porca puttana lo faccio anche io ora	0	0	0
2586	RAGA MA CAZZO SIGNIFICA CHE VALENTINA ACCEDE ALLA SECONDA PUNTATA E FILIPPO SE NE TORNA A CASA?!? RAGAZZI LA COERENZA PORCA PUTTANA. VALENTINA CHE È SEMPRE STATA VALUTATA COME NON BALLERINA VA AVANTI. #amici17	0	0	0
2587	Top story: Asia Argento on Twitter: In Italia ci hanno elette nemiche #1 perch… https://t.co/EDkNcliAJN, see more https://t.co/A7rPphOyfD"	0	0	0
2588	Mi fa fame pure mo porca puttana ???	0	0	0
2589	@AmiciUfficiale @LauraPausini PORCA PUTTANA PORCA. Io SONO MORTA. DATEMI LAURA ORA @LauraPausini #Amici17	0	0	0
2590	sta sera le ho mandato tutte le foto e mi fa alcune foto sono veramente fighe, ma il mio telefono le fa decisamente meglio della tua macchina fotografica"PORCA PUTTANA ok la mia macchina non sarà il massimo ma comunque mi sono impegnata per farle le foto meglio che potevo"	0	0	0
2591	Volete un motivo valido per non truccarvi? No idee femministe,no sono già figa così bensì rientrare a casa alle 1.23 leggermente brilla ed avere le lenzuola pulite, per evitare l'effetto sacra sindone	0	0	0
2592	adesso quel commento ve lo traduco io che non so il coreano dice porca puttana yixing torna presto mi mancano le tue strizzate di culo	0	0	0
2593	Biondo alto capelli lunghi accento del nord porca puttana ma chi seiiiiii	0	0	0
2594	@laltrodiego A me sembra di vedere molte cose, probabilmente non tutto, ma sul postare foto, ho una linea ed una morale che spero sia coerente sempre, e vale per tutto.Adesso ho visto queste ed ho espresso un pensiero alle 2:16 porca puttana, siete polemi	0	0	0
2595	raga stasera mi hanno rubato il telefono al bar quindi ecco, porca puttana la mia vita fa cagare	0	0	0
2596	STA COSA DEL FISICO MADONNA! MA SERIA?! MA PORCA PUTTANA MO PROPRIO SCOPPIO #amici17	0	0	0
2597	Ma io ma io ma io sono morta ma io vaffanculo ma io Porca puttana eva https://t.co/6mjlQ4wfXn	0	0	0
2598	PORCA PUTTANA HO PERSO DIECI ANNI DI VITA	0	0	0
2599	No ok cioè siamo già partiti male porca puttana ma percheeeeee#BTS24HoursLeft https://t.co/xmBK90Jmk0	0	0	0
2600	cazzo oggi abbiamo otto aprile can we like. stoppare il tempo porca puttana	0	0	0
2601	porca puttana che sogno delccazzo ho fatto di nuovo	0	0	0
2602	@ZitelleArturo @AsiaArgento @lauraboldrini Penso di poter negare recisamente,da uomo,che si segue Asia Argento in quanto “bella”	0	0	0
2603	tesoro mio. PORCA PUTTANA JAUREGUI NON DIRE STE COSE CHE MI EMOZIONO. https://t.co/7KP2eu5QdW	0	0	0
2604	PORCA PUTTANA IL DODICI APRILE È SARÀ IL GIORNO DEL MIO DECESSO ZAYN TI ODIO#Z2IsComing	0	0	0
2605	lrt il fatto che si ricordino pure di chi è stato o non è stato a un meeting....... porca puttana siamo milioni io sto piangendo sul serio	0	0	0
2606	ho incontrato la mia maestra dell'asilo alla fine, tutto ok non mi ha detto niente. arriva la mia prof delle medie e mi dispiace, mannaggia quante persone hai perso in un anno. tua sorella come sta? si è guarita?" ma porca puttana"	0	0	0
2607	@vitalbaa L’unica reazione da giornalisti seri all’esclusione di @jacopo_iacoboni sarebbe stata andarsene, chi lo ha fatto? La posizione di @stanzaselvaggia è meschina perché sminuisce le cazzate del @Mov5Stelle seguendo la linea del Fatto. Che cazzo di s	0	0	0
2608	@307_3358 @TocToc_it @tonyeldoret @IlTweetDiDio @AnnaLizzy68 @lauraboldrini @gq_gianni @ERTIGRE2 @janavel7 @Framodeo @NFratoianni @EvasoreHonesto @ballelettorali Che cazzo di lingua parli coglione ?	0	0	0
2609	Ma porca puttana , continuate a parlare di cosa fanno, di chi sono, del loro modo di essere e fare, ma cazzo nessuno si è chiesto perchè un 30% di italiani li ha votati!Quando si perde, prima ci si chiede il perchè si è perso poi quali sono i meriti dell’avversario, non le colpe	0	0	0
2610	Sto incassando porca puttana	0	0	0
